"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby",307400,307600,305200,301700,299800,300700,301200,299500,297700,298000,300000,301800,302800,303700,304500,304300,303900,302800,301300,302500,306200,309000,311800,316200,320800,324800,329300,333700,337800,340200,342300,345500,350200,353600,355600,357000,358100,357900,357700,358300,359500,360800,362300,362800,362700,363700,365900,368700,372200,374600,376500,379100,381400,382600,383300,384300,385000,384500,384500,386300,387000,386700,386900,387400,386600,384800,383500,384500,385300,384200,383200,383600,383800,384300,385700,387700,390000,395100,400300,402300,402200,402700,402800,402400,403400,405500,406300,406100,407300,408900,409900,411500,415300,419800,421700,421300,422200,424700,426800,429600,432900,435800,438000,439100,440300,440900,443900,447300,449400,450400,453400,456000,457300,457600,459500,462100,462900,463000,464200,465700,467500,466900,464800,463200,464500,467100,468600,468900,470200,471200,471300,471400,470700,470800,472200,473300,471500,468200,465400,465400,465700,465100,464500,465200,464400,464100,464800,465500,463400,461300,460000,459200,458800,459300,458500,456600,456200,454700,451000,447300,445200,444300,444800,444600,441500,440000,440400,439500,438500,438200,437100,436100,436500,435200,433200,430900,429300,427600,427000,427100,427200,427700,429300,430800,432000,433300,433400,432300,431300,430800,430300,430700,432700,436400,439300,440700,441900,443600,444200,444900,446500,447500,448900,451100,452600,453700,456400,459100,460600,461600,462700,465000,469700,474700,477100,477000,476100,475700,476800,478500,480400,483300,485900,486900
"North Hollywood","Los Angeles","CA","Los Angeles","Los Angeles",183200,182300,180700,180100,181100,181500,181200,180300,177800,176300,175700,175500,173700,172200,170800,170300,170700,174300,178100,181100,183100,185500,187100,189500,195200,202400,205200,204800,204700,202900,200800,199900,201700,203800,206200,207600,208800,209100,210900,213500,217700,223100,226700,227000,227400,229700,231400,232800,234300,239200,247200,254100,254200,249400,245300,246400,250300,253800,258500,261900,262700,262600,264200,264500,263900,264700,269400,276400,282700,286800,292300,299100,303300,305000,308600,311700,316400,326600,338600,343500,346400,351000,355500,361300,369600,374300,376200,384600,397000,404800,410100,418700,430300,442200,455200,468000,481500,496400,510600,523100,535200,545300,551400,559000,567700,576900,583100,589300,597800,608900,618800,630600,642400,658600,673600,682200,682200,683900,684900,684200,683800,689600,694600,695700,695000,692500,688200,684400,684300,689700,695800,701600,710200,714300,712400,711100,709600,703500,695800,688100,680800,670900,658500,645700,629800,614000,601800,590800,582100,574300,568000,566100,557000,541600,534200,530600,522200,515300,510300,503200,493700,487300,487000,489400,494300,495400,491400,486700,483800,480200,477600,471800,465200,460300,458000,458600,461900,464900,465300,462200,458500,454400,450400,448000,445300,443300,443700,440500,436800,439800,442200,439600,438100,441700,448800,456700,463900,470700,477200,483800,490400,493600,498100,511700,530800,541200,545700,557700,578200,591500,590100,583900,583400,585400,588800,590700,589700,592100,594000,592000,591400,594900,597600,600700
"Bullard","Fresno","CA","Fresno","Fresno",214800,211000,206900,202500,199700,198700,197800,196900,196900,196700,196200,197500,200000,202200,204900,209800,215200,220200,224100,227400,228700,228800,229800,232600,235000,236800,238700,240500,240700,239900,239600,240000,241300,243800,246600,248200,248600,246500,243800,240800,238300,235700,235800,238400,242000,245900,249400,251400,252700,256300,261400,264800,266100,266800,266600,266700,269500,272900,274300,275600,279500,282500,282700,283800,286300,288900,293500,299600,304400,307200,310700,314600,315600,316800,321500,326900,332800,340300,347300,352800,360300,366700,370500,374500,378200,381700,387100,394700,403800,415200,424800,430200,432300,437000,443100,450900,466600,484500,495500,504400,513100,517500,520600,524400,529500,538200,552500,564400,571600,580400,592600,600600,610000,622600,633600,641700,644600,641500,637000,636200,637900,641300,644600,648700,644800,631800,622400,622000,621400,617100,614100,617200,619000,613200,605300,601900,599700,601400,605200,605400,603500,602300,595800,583600,571700,561500,551300,537900,525300,513300,500900,486600,478900,478800,478600,472000,464400,457200,450900,446900,445200,444400,443100,443000,443200,441600,439800,438400,436800,437900,439600,439900,438800,437700,437600,438400,435500,428400,422000,419500,417000,414200,412400,411000,409500,408000,403500,397800,393900,392100,390900,390300,391400,394200,397200,399600,402700,405000,405300,406600,410500,416700,423500,428900,431100,432500,435200,437600,439800,444200,450800,453700,453400,451900,452100,453300,454100,450100,443100,438500,437600,436600,435600,435200
"Mid City","Los Angeles","CA","Los Angeles","Los Angeles",334700,336300,333700,327900,320600,313000,307200,300500,295300,297500,307200,314500,318700,324200,328200,324700,317100,311200,310300,315100,320900,325700,331900,339700,345800,351700,355200,359800,365700,369500,373200,380800,389500,393900,393200,391600,391000,392400,402500,420300,434800,443100,440400,432700,430200,432700,436400,442900,448000,447700,445700,446100,453100,464600,475900,482600,486000,488800,496300,506900,515000,523200,530000,529300,524000,521700,525500,536900,551000,562300,564700,560600,559800,561900,565000,572600,584800,599500,617800,636100,647500,653400,653500,650300,652100,661000,673900,688200,697100,700400,705400,715200,725500,736500,751500,775800,802700,824500,838300,851300,870600,888600,895900,897400,903800,915900,929400,941100,953900,972600,993200,1012700,1028400,1038300,1043900,1049900,1065800,1092600,1120800,1139300,1151300,1162500,1176400,1193100,1213100,1233400,1252800,1258600,1243900,1226200,1224200,1224000,1216300,1200100,1186800,1175000,1163500,1157100,1156500,1147500,1132400,1116200,1096900,1077600,1062700,1057000,1058000,1053100,1038000,1024100,1017300,1014200,1015800,1014900,1003700,986300,968200,950500,935800,927900,920200,911100,904800,917600,930900,931200,930200,935900,929000,912600,890700,866800,852500,846200,839700,833800,831800,828300,820600,811700,809300,809700,805500,795100,789900,796400,808100,815300,818500,818700,824900,834100,841500,845300,854700,869100,883300,886600,883600,876300,864900,861300,870900,889000,908700,925200,936200,961100,985900,1000900,1001300,997700,1007800,1041300,1067500,1090400,1130800,1177200,1206600,1216400,1225900,1240200,1256900,1270600
"West San Jose","San Jose","CA","San Jose","Santa Clara",385500,384500,385200,385700,386200,385900,386300,388400,393500,400200,407100,414300,423400,433200,443300,450500,456700,463500,471400,479500,487400,491900,495100,500400,505500,508100,510400,514800,519000,521200,523300,526300,529900,532100,534100,534200,533500,534000,539400,547200,556700,568500,582400,595400,609900,627800,648100,672600,702500,729000,746200,760900,779300,800800,820100,833200,839500,842300,840400,833800,821900,808000,791900,778100,767400,758300,746600,734400,722000,714400,716500,725800,739000,754900,771000,781900,786200,788200,791600,794300,796400,794500,786200,777200,771700,767300,764600,761900,760600,761200,763000,767400,778500,794000,809900,822200,830500,840800,857600,876700,894400,906600,913800,921000,929700,939800,946400,951600,958800,969500,976500,986700,995800,1001600,1009000,1021300,1028900,1032000,1036000,1040700,1043100,1042600,1043500,1048000,1053300,1056100,1056000,1058100,1064100,1070700,1077600,1087900,1098100,1105700,1107500,1104000,1104700,1115700,1131900,1144700,1150400,1146300,1141900,1140500,1138000,1132300,1128500,1122200,1111700,1101700,1091600,1077600,1064000,1056400,1049300,1036400,1019800,1000600,982100,968200,961300,958400,959000,961400,965700,974600,985200,994200,1001400,1011000,1022800,1036100,1044700,1048600,1052200,1054700,1054700,1051300,1046400,1041600,1040200,1041700,1043500,1043500,1042900,1040600,1038100,1040300,1044100,1050100,1063000,1079300,1093900,1107900,1122000,1140300,1160100,1177400,1193200,1209900,1228600,1246100,1261800,1280000,1301800,1324400,1346800,1363600,1375900,1387100,1391300,1394500,1401200,1406300,1404600,1407200,1420900,1439300,1457500,1468200,1477200,1488400,1506500,1521100
"North Long Beach","Long Beach","CA","Los Angeles","Los Angeles",151900,151900,150700,149700,148900,148300,148400,149400,150200,150500,150900,151300,151500,150900,150400,151200,152000,151800,152300,154000,155200,156300,157800,160700,163400,165200,165800,165000,164300,165400,167400,168000,167200,166100,166000,165700,165200,166400,169900,172800,174100,175200,176300,176600,177900,181300,184800,186900,188900,190400,190900,192000,193200,193900,194500,195500,196700,199200,202500,205600,207900,211000,215400,219100,222300,225100,227300,229300,231700,233700,235100,236600,238600,241700,244300,246400,248000,250300,254200,259800,265800,270000,272700,275500,279900,283200,286000,289600,296300,305000,312800,318800,325300,333200,343200,354400,367500,382800,397300,411100,424500,435000,445000,457400,469500,480700,492100,502200,507800,510500,516300,529000,543800,556300,565100,572000,576000,581000,586600,591600,594400,598900,604600,608700,608600,607300,604900,599900,595100,591400,588800,589700,593200,592100,584700,574300,568200,567000,566200,565700,564700,560700,553000,541900,528600,516900,504200,490600,477600,464300,450900,441700,435200,425600,412800,401400,393000,385800,382700,380800,376900,373800,374600,372500,369600,369000,369500,367600,365600,363400,360800,358700,356600,352600,348300,345500,343100,342800,344300,346300,348200,351000,352400,352200,351200,351100,348700,345000,341600,340300,340200,343200,346800,349000,350100,353000,354900,355100,357300,360800,364500,368300,374600,380000,385200,391000,399200,405700,413200,422200,431000,438600,444300,447200,449800,449100,447700,447300,448000,447700,447700,447200,448700,450100
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby",93200,93500,93600,93200,92700,92600,93100,93600,94000,94600,96000,97300,98100,98700,99600,101100,102300,102800,103200,104200,105300,105400,104600,104600,105800,107100,107400,107800,108600,109500,109700,110300,111500,112700,113100,113600,114200,115200,116200,116600,116600,116600,116700,117600,119300,120300,120500,120700,120900,120700,120200,120000,120500,121200,121800,121500,120800,120200,120500,120600,120300,119700,119400,119200,119200,119400,119800,119700,119500,119900,120600,120800,120200,119600,119800,120500,121400,122500,123100,123100,123400,124200,124800,125700,127000,128400,129800,131400,132500,132500,132500,133300,134200,134600,134700,135000,135700,136600,136900,136500,135900,135700,135400,135400,135600,135400,135300,135600,136200,136100,135700,135000,134600,135000,136400,137400,137900,138400,139000,139300,139400,139400,139800,140500,141400,142100,143000,143900,144000,143600,143300,143300,143200,143500,143800,144200,144100,143500,142100,140800,140300,140400,139600,138300,137700,137200,136800,137300,137400,136700,135900,134800,133400,133000,133400,134000,134500,134700,134400,134000,133200,132200,131300,130400,129000,127700,126500,124700,123200,122400,122100,121200,120100,119600,119300,118900,119100,119000,119400,119800,119500,118500,118000,117100,116600,116100,115300,114800,114900,114600,114300,114500,114400,113900,113100,112000,110700,109500,107900,106500,105600,104600,103600,102700,101800,100800,100000,100200,100500,100700,101600,102500,102500,102600,102600,102000,101400,101300,100700,99700,99500,100500,101400,102000
"Sun Valley","Los Angeles","CA","Los Angeles","Los Angeles",152400,151800,151200,151100,150700,151400,151700,151000,150200,150000,150500,151800,153100,154200,153900,151900,150300,148800,146900,146200,147000,148200,149100,150700,153200,155500,158200,161300,163400,165000,166800,167200,166900,167700,168500,167700,167200,168400,170300,172700,175200,176600,178400,180100,181000,182400,185700,188500,188200,187700,188300,190800,195400,199500,201100,203100,204900,206200,208300,210900,214200,219300,224200,226100,225900,226100,227200,227900,229200,231600,236800,243500,249700,253900,257500,260600,264500,272100,282100,290000,295900,302500,308300,314700,319400,319800,319100,322800,329000,334200,340000,351200,365400,376400,383300,389000,396500,406400,417800,431700,444000,450900,458100,468400,477900,487000,494500,500700,509400,521500,533200,541800,551900,566000,578600,584700,589600,594500,599300,602500,606500,612100,618700,621700,621600,620100,618000,615700,616800,620300,623800,626600,628400,627400,626400,625600,623700,619500,613100,605000,595400,585300,576200,566900,555000,543100,529800,513400,497300,483500,467700,451800,436000,422000,409900,402400,397900,395500,392000,388700,382900,378500,381700,389000,393400,394700,394100,390600,386400,381900,378000,375600,375800,374500,371000,367800,367200,367500,368900,369700,367900,364000,360300,358500,357600,357600,356500,354400,352500,353800,355200,354800,354900,356100,359400,364400,371300,378600,385100,388200,392400,397500,403000,409400,418300,428100,437300,446200,452900,457300,460300,464000,465200,464400,465100,468100,471500,475300,478300,478300,478900,481000,482900,483700
"Logan Square","Chicago","IL","Chicago","Cook",154100,154100,152600,151700,153300,154100,152000,149700,148400,146100,144100,143000,141900,141600,141400,142600,144600,145800,144800,143700,143200,144200,145700,146700,148000,150200,152400,154200,154800,155200,155600,154800,153300,154600,157100,159900,162100,164400,165600,165700,165900,170200,177700,184100,187300,190000,191300,191100,192100,193000,192400,193000,194000,194000,196800,202000,207900,213400,217600,220600,225400,230000,233000,234700,237800,239800,241400,242500,242300,241400,244200,246000,245800,246000,248100,249700,249700,248100,246000,245400,248200,252100,255400,258900,263000,267400,272100,273900,275200,276500,277900,280200,285100,289300,290300,289800,290200,292600,298600,307000,312400,316200,319800,325200,331500,335900,340500,344600,342100,338000,338300,343600,350600,354600,356100,359600,358600,353400,351700,358600,367200,373000,375100,374900,375600,381000,386100,386700,384300,382500,381200,379100,374500,372900,377000,383500,387500,388700,388000,385400,384400,384400,377700,367300,365400,366200,360200,350100,342000,337000,333100,329300,331800,340500,347900,352900,356400,351100,341600,335500,333100,332100,333300,331700,326900,324900,323600,319000,314400,315300,313400,309300,304600,302400,299300,297100,292700,290000,291600,290500,283800,284200,291300,292700,291600,290100,287400,285000,280300,274200,273300,278300,282600,280200,275200,273300,273200,274400,279200,285000,288800,290200,290500,297300,308900,318300,323900,329700,333500,335200,338000,341600,348100,352600,353500,351600,351600,351100,353400,358900,365600,368300,369600,371200
"South Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",242400,239400,235900,233400,233100,235400,238200,237400,235800,233600,233200,233300,233700,232400,231400,235300,243200,251000,256400,260800,263800,267700,270600,272400,274600,278300,282300,285500,286800,286000,287100,288100,287800,287000,289500,295000,301000,304800,308400,308900,306000,305300,308900,312900,316700,322800,328000,331500,332200,331800,332300,334800,337100,338900,341200,344300,347400,348200,347800,350500,355900,360900,361600,360200,361700,363700,367200,375000,383500,385800,386900,388000,389200,391300,395300,395400,394100,398300,404000,405400,407100,411100,413200,411200,407500,408200,409200,409400,408300,409600,410200,412000,413400,416600,420600,422900,425700,433600,444300,455200,468700,476800,478900,486900,498100,507900,520000,536900,555900,574000,591600,614100,636700,649000,649900,645600,654100,668100,673300,675900,679900,681600,689600,702900,702100,692000,694900,707100,708600,708700,716000,722000,726900,724600,714600,708900,710300,714600,716900,713600,700300,685800,672000,665500,658700,649700,638100,624400,609800,601900,594700,581000,570600,570800,574800,578100,577900,570900,553400,537400,535800,545000,549200,546700,544100,542700,539600,521800,504200,501100,504400,498100,489500,481200,475600,469900,466200,459000,453600,454000,455900,454100,454000,452100,449800,450700,452700,455600,461400,467600,471000,473300,477100,483800,494500,505900,513000,508300,516900,542300,558800,554200,554100,563900,570800,571100,576200,588200,593300,599500,603100,599900,598200,598200,595000,589100,584900,583100,581800,580600,580500,582200,577900,571400
