"RegionName","City","State","Metro","CountyName","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Central City","Corpus Christi","TX","Corpus Christi","Nueces",30.6173,37.9781,37.5286,38.5135,31.5914,33.012,27.1357,26.4484,26.8542,29.8387,28.6802,34.9333,37.6045,22.2836,24.8792,21.1302,20.3557,21.4815,23.3831,18.1481,15.5844,18.1818,26,15.6364,15.1007,13.7681,22.2222,26.4706,28.3465,26.6667,18.5629,19.5122,18.1518,18.5294,23.4323,22.8758,21.2838,23.0769,21.6129,19.8738,20.9003,24.9097,24.7104,21.3483,23.1061,19.1729,19.697,11.1111,19.797,22.2798,29.878,32.2222,27.7978,25.9375,26.2997
"Bullard","Fresno","CA","Fresno","Fresno",33.2721,38.3212,39.6194,40.9722,42.3875,44.9664,42.8325,42.8319,42.0394,40.9506,31.1709,32.3826,34.8624,35.1974,39.1003,30.8661,37.9189,35.6089,35.5212,35.6688,30.8489,28.7879,23.2645,25.5474,27.0627,35.2542,32.0261,32.6019,37.7778,33.4385,33.0218,27.2727,27.4809,22.7758,22.8571,22.1053,26.0073,25.4355,26.0274,31.8885,38.8889,36.5625,33.7423,32.491,29.4118,30.179,29.6758,18.3206,29.4118,37.0709,38.3698,40.9664,38.5263,43.6123,35.9244
"Mid City","Los Angeles","CA","Los Angeles","Los Angeles",27.2455,31.3433,32.6347,29.6736,28.5266,27.9503,29.9065,33.871,33.7662,31.9218,26.4535,28.3951,28,28.5714,33.9744,31.1047,38.8235,36.5759,31.3725,30.3644,27.4678,28.2158,22.541,22.6852,21.8905,21.978,20.5882,20,20.9581,20.3488,17.0103,15.5556,16.1074,19.4444,18.9189,14.0127,13.8554,18,16.9014,18.6335,23.7179,26.087,28.4722,27.8571,28.4672,25,29.0323,12.3529,21.9653,25.1366,29.1457,30.4569,34.8958,35.468,30.0885
"Bensonhurst","New York","NY","New York","Kings",21.7573,24.3243,25.6198,24.569,21.9178,22.3404,21.3333,23.741,22.3776,19.5122,22.093,25.6579,32.3308,29.4444,25.9887,22.7273,27.0833,25.8333,29.4118,27.7778,20,20,16.25,16.8831,16.6667,16.4179,16.3636,22.7273,18.9189,35.1351,32.4324,27.5,20.9302,16,20,21.7391,17.6471,16.129,11.3208,3.8462,10.6383,14.2857,10.7692,12.069,13.8889,13.5135,18.1818,5.3191,16.8539,19.3548,21.8391,15.4545,16.2162,11.3043,6.9307
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",25.9857,30.1344,35.6415,36.8308,36.6228,36.8308,33.4755,31.8584,30.5439,29.6375,24.2857,25.7895,29.2247,23.7062,30.6418,24.2373,31.3199,30.4348,28.8945,31.339,28.8889,30.163,26.9923,30.9192,29.2035,31.4103,29.7659,27.6873,31.3993,35.2941,34.717,28.6307,29.572,25.8427,27.4809,23.8434,25.1799,26.5152,23.1707,24.6914,25.6637,33.4783,34.7368,33.3333,33.8235,31.25,32.2727,13.8528,21.9008,27.9851,30.6818,33.6957,35.6557,33.0612,29.249
"West San Jose","San Jose","CA","San Jose","Santa Clara",17.3469,20.5607,34.2424,34.104,36.9906,41.433,40.6154,35.3147,36.6667,29.3605,28.4211,29.9145,31.8584,30.7692,34.6386,27.6353,34.891,34.7222,29.6992,30.2752,23.1481,22.2727,17.8571,13.0435,12.2449,15.9763,14.6341,17.8571,16.9492,11.3924,4.5113,7.7778,5.7471,9.4017,9.7222,5.7803,8.9385,13.6364,16,17.2043,17.9012,20.4082,17.4603,11.1111,7.1429,6.4516,10.4,2.1429,7.947,14.8148,14.3836,10.9827,16.5468,19.8413,11.6071
"Northeast","El Paso","TX","El Paso","El Paso",25.8958,31.0835,30.809,31.0714,27.7677,28.2288,22.9537,19.7822,19.3262,20.6827,25.0597,23.6742,30.6329,31.6708,32.7586,37.2396,33.3333,29.6482,30.0995,28.4595,26.4,29.3367,28.5024,31.5789,32.9082,30.9582,30.0493,32.8467,35.9375,38.5514,35.1675,36.1702,37.2881,36.8973,38.3562,39.1473,35.5556,34.2056,32.3353,32.9457,34.375,33.2627,31.681,30.0226,31.524,34.8786,34.3882,12.1277,23.382,30.5677,37.1179,39.0558,39.9123,39.3013,39.3868
"East","Arlington","TX","Dallas-Fort Worth","Tarrant",33.3333,33.7469,37.467,37.4677,34.4473,34.6995,34.0491,28.7879,28.4866,28.6585,25.4364,25.486,30.2941,29.9435,30.3977,28.7582,30.3922,30.6273,31.3725,29.4821,27.668,29.5833,27.8689,22.9249,23.5556,28.8462,32.8205,38.6364,33.5366,32.3171,28.0488,26.8293,23.8411,22.7273,26.7081,22.093,23.5669,24.2236,20.2381,26.1905,30.0654,29.9363,30.5556,21.875,22.973,29.3233,28.0255,8.0247,18.4397,19.6078,17.4497,24.0602,31.6901,34.7826,31.4286
"Westlake","Los Angeles","CA","Los Angeles","Los Angeles",37.0787,35.3535,40.2062,42.268,45.098,35.7143,39.0244,34.5238,33.3333,36.5854,27.5862,29.4118,29.0323,24.3902,32.8358,24,31.5789,29.3103,23.9437,24.5283,25,24,14.5833,20.4545,14.6341,10.8108,11.1111,15,18.1818,19.1489,32.5581,15.7895,14.2857,15.3846,13.7931,21.2121,22.5806,20,15.625,13.7931,33.3333,38.2353,26.8293,22.5,21.0526,17.5,15.2174,4.4444,9.3023,11.1111,19.6078,25.4902,17.7778,19.5652,23.0769
"Koreatown","Los Angeles","CA","Los Angeles","Los Angeles",24.5283,21.3018,24.5399,25.9843,30.5785,30.9091,33.6,34.2105,31.8584,20.7207,10.0917,18.8889,26.0417,21.0526,23.7624,14.4068,26.4706,23.8806,22.6804,27.3973,17.8082,13.3333,12.963,14.8936,16.3265,13.8889,12.5,14.2857,12.7273,13.2075,12.1951,5.2632,2.3256,6.8182,13.9535,14,23.913,28.0702,29.0323,28.9855,24.6377,23.3766,20.6349,26.9231,11.5385,14.8148,21.7391,8.4507,16.9014,17.5676,26.5625,30.1587,31.746,34.9206,27.2727
"North Long Beach","Long Beach","CA","Los Angeles","Los Angeles",22.2527,24.5946,28.4211,30,32.7273,30.8094,30.9192,31.9328,32.9609,35.5438,32.8467,35.1206,34.4173,29.0398,35.989,30.4,32.9577,37.3913,33.4239,33.5165,32.3944,31.5364,31.7919,27.8261,22.0544,17.7049,14.726,16.9173,16.4,15.9664,17.5676,13.9303,12.3656,12.9771,18.75,20.2128,17.0886,15.4362,16.6667,22.561,28.1437,27.8107,23.9264,28.1879,29.932,28.4848,25.8427,9.3023,15.8537,22,25.1572,25.8065,28.75,25,25
"White Haven-Coro Lake","Memphis","TN","Memphis","Shelby",28.3019,32.0946,32.5088,30.7432,24.3506,24.8276,24.4094,19.5205,21.6949,19.0058,15.9459,19.1375,22.5714,23.1608,27.6276,18.0451,25.5034,25,18.5294,18.2432,17.6471,27.9693,25.8303,27.3077,26.5306,25.8065,22.5191,24.8062,13.6659,13.7615,24.4444,25.2525,23.2804,27.4286,27.7487,24.5902,21.5,23.176,27.0833,28.5714,31.1688,27.7992,28.2787,28.3898,28.2869,23.2323,22.0588,9.596,19.8113,25.2632,30.8108,26.3959,29.3532,33.0233,26.5306
"Soundview","New York","NY","New York","Bronx",16.3793,22.807,20.3704,18.4466,16.2393,14.7826,13.5922,12.3894,11.215,7.8261,8.1967,19.4444,22.9885,18.3673,12.8205,13.6364,17.3913,15.873,13.2075,14.8148,9.6154,10.1449,11.5942,16.6667,15.0943,14.2857,7.8947,10,15.3846,10.6383,10.5263,12.1951,7.8947,9.3023,7.8947,7.1429,4.1667,7.8947,9.2593,11.1111,3.5714,6.383,3.9474,12,5.2632,8.2353,6.8182,1.3514,2.439,8.8235,17.6471,13.5135,13.5135,9.0909,
"Sun Valley","Los Angeles","CA","Los Angeles","Los Angeles",17.7778,23.7681,28.9157,34.3373,36.8263,32.9305,29.8742,31.0345,31.0897,32.2368,23.662,25.2011,34.6278,36.4217,37.3418,30,33.2237,34.6715,27.9461,25.641,28.4644,29.1513,22.8346,23.0769,21.4592,20.398,19.5122,18.6813,20.3297,13,14.4385,18.5629,21.25,21.3415,16.8919,16.2963,14.0845,11.2,7.1429,12.3288,20.5128,24.5399,23.4177,21.6,20.438,19.084,17.4497,7.8571,12.8378,22.2222,27.2109,30.137,31.0811,30.1136,29.5699
"Lower East Side","New York","NY","New York","New York",14.7157,24.735,31.4079,33.6134,30.2521,25.3333,24.2574,22.0994,22.7545,20.5128,14.978,20.5556,25.4777,20.155,27.5591,19.4631,19.6203,17.3913,19.3878,16.8539,13.1313,10.7438,12.931,7.2848,7.7519,6.2069,4.4944,7.1006,8.6207,14.4444,16.4384,11.3924,12.6761,16.6667,14.1176,13.0435,13.2353,12.8205,8.4507,9.4595,16.6667,16.2162,22.5352,15,10.4478,6.3492,10.9091,4,5.618,7.1038,8.7719,7.6471,9.4118,11.8012,10.6918
"Logan Square","Chicago","IL","Chicago","Cook",34.3307,41.8269,40.1284,37.4564,39.3443,36.8421,36.2173,34.5339,33.1096,29.0944,26.2609,35.2823,37.7483,40.7895,41.3636,36.5967,39.0746,39.5161,38.4824,38.4164,37.3089,40.0593,34.2541,38,37.931,34.5821,31.7073,33.7884,36.0294,34.4569,28.0156,28.6957,30,24.6575,26.2222,20,18.5771,19.7026,24.5283,25.5725,28.9474,29.9492,29.0503,30.6748,25.3333,18.2927,17.3913,12.8405,20.8333,25.6849,29.2208,30.855,37.6812,39.5257,35.0598
"South Bronx","New York","NY","New York","Bronx",12.7907,22.619,23.1707,23.4568,18.0723,15.7895,12.1212,12.9032,12.9032,11.4286,13.1148,20.4082,15.6863,20,26,21.7391,29.1667,10.6383,8.5106,11.9048,15.9091,15,8.3333,11.1111,9.0909,22.2222,24.3243,25,21.4286,17.2414,19.4444,19.4444,21.7391,16,11.1111,6.6667,12.9032,10.8696,13.8889,2.8571,10,15.3846,9.0909,25,6.3492,3.75,1.4493,1.8519,17.8571,20.6897,26.9231,14.2857,17.9487,11.1111,12.963
"Northwest","El Paso","TX","El Paso","El Paso",33.4627,39.0203,37.5517,37.6091,32.823,30.6122,29.3388,24.5798,22.9842,25.6785,28.2154,30.6808,34.5287,39.0722,39.9592,36.8474,35.5759,34.8361,33.6293,34.6584,33.646,37.0892,36.3141,35.8333,39.5901,43.5318,43.2203,44.0347,44.1347,42.6009,38.2558,34.5616,35.871,33.7789,36.3036,36.4506,34.5667,34.1418,35.2828,40.9696,42.236,42.2386,39.3199,35.1709,36.7368,38.6289,36.7573,14.3272,27.6018,38.806,43.8684,45.1318,43.0063,41,39.0642
"Southeast","Arlington","TX","Dallas-Fort Worth","Tarrant",31.0559,35.6234,39.6064,44.4015,43.467,39.6574,38.6431,36.2717,36.5819,34.5628,29.4046,31.7982,37.6056,30.2405,32.2624,29.6719,36.9458,33.7884,31.8569,28.2098,26.6294,26.4014,22.9755,23.0453,22.8457,23.6364,25.5965,28.8981,30.6695,29.4785,28.6408,26.4151,19.8251,16.9972,15.1515,12.5313,12.3393,14.9333,21.2871,26.25,27.2727,29.0155,27.0833,26.6212,26.4151,22.327,19.9346,7.0769,13.8504,16.7076,19.6172,23.2099,24.3386,23.7537,19.4444
"South Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",38.4435,40.9187,42.1772,44.8255,45.1948,44.1097,44.5061,43.5912,42.7617,35.9464,30.9976,32.1503,31.7547,30.9258,29.5322,24.693,26.3543,23.7374,24.2193,24.0372,27.5974,26.7685,25.0213,26.8319,25.5501,25.1448,24.9417,27.5294,26.5159,26.68,34.466,31.2268,35,36.1858,37.6106,34.6032,33.8513,32.069,33.7121,39.4196,41.3712,44.7992,40.9434,41.8294,43.8785,47.0539,49.8395,23.1688,36.5169,41.6887,43.2227,40.6513,41.5074,43.272,42.3295
"Flushing","New York","NY","New York","Queens",16.6667,21.9477,20.882,25.7443,30.5054,28.9575,29.065,26.9068,24.8434,23.3522,22.5806,31.9066,41.1765,35.6223,30.3371,21.2766,24.1935,22.6054,18.1818,17.4545,13.7931,16.2544,13.8504,13.7124,14.4737,13.6646,9.7656,11.0204,12.3894,12.2172,9.319,7.2243,4.2017,4.7431,5.7508,8.547,6.6372,9.7436,9.2896,13.0719,13.4615,14.557,9.5238,8.4337,5.5556,4.7337,13.3333,5.2632,10.1485,10.5263,14.3902,15.3846,12.5616,11.8483,11.6129
"Preston Hollow","Dallas","TX","Dallas-Fort Worth","Dallas",51.8474,57.4909,54.6763,56.1006,49.6104,46.0576,41.2245,40.7569,41.1945,38.9728,33.8235,37.7647,46.9441,45.8556,45.3521,40.1651,47.032,40.5007,38.2716,39.1753,35.6115,35.9935,34.9131,38.2594,39.3651,40.1826,37.4598,41.2297,41.3729,44.0171,41.7633,37.8973,35.7143,33.5616,37.6812,37.0588,38.3505,37.1938,39.2111,37.296,37.9717,40.9302,40.6176,42.2343,40.1639,33.5106,33.0882,17.2414,31.5789,32.8798,38.7164,37.2694,42.6267,44.7059,43.7198
"Canarsie","New York","NY","New York","Kings",17.433,20.8589,17.6238,16.0677,16.3636,13.5678,15.427,12,11.9186,10.0796,9.434,13.6752,15.8358,16.2562,14.1791,12.8358,16.7614,14.9584,18.8034,17.2078,16.2791,15.8915,15.9363,15.9696,9.7046,14.2259,15.3846,16.996,19.3416,21.3992,20.4348,19.5556,15.8537,16.6667,17.2932,13.0814,14.2145,16.3488,13.8028,15.9341,16.6172,16.7109,18.7817,15.5989,14.8148,12.4051,11.3208,3.6923,6.5292,11.1111,16.7286,16.6065,14.8276,14.0794,17.1103
"Little Village","Chicago","IL","Chicago","Cook",26.5487,35,35.1064,32.5843,28.0899,27.1605,28.7671,34.6667,41.1765,31.4286,26.9231,21.2121,17.6471,23.8095,27.907,19.2308,26.5306,26.9231,26.8657,27.2727,29.8507,40.678,31.8182,26.7606,23.5294,22.0339,26,23.0769,30.9524,34.1463,34.4262,26.9841,21.6216,25,23.3333,19.3548,30,28.125,20,18.6047,27.5,28.9474,25,15.625,19.0476,24.3902,20,2.7027,17.1429,36.3636,45.1613,37.931,32,34.375,26.4706
"Estrella","Phoenix","AZ","Phoenix","Maricopa",24.7202,28.4656,37.6812,41.7537,49.4759,51.8162,49.9004,49.8513,47.2628,41.0879,34.8039,32.4509,27.7132,21.0577,15.9529,12.0783,12.6214,12.9936,10.468,9.7493,8.6888,6.8111,6.4576,7.2816,6.9409,8.871,9.6774,11.0276,13.8504,17.4863,19.3452,20.0637,20.678,19.573,17.6271,15.2727,15,20.2247,18.5185,27.0968,35.443,39.255,34.1398,35.241,37.037,39.7985,41.3203,17.8147,32.1596,36.9231,35.3562,38.1356,37.6093,38.2514,32.7456
"Canoga Park","Los Angeles","CA","Los Angeles","Los Angeles",30.1746,32.2917,35.3086,40,42.2989,44.7174,43.6145,34.8668,33.5938,30.6878,29.0954,35.3081,40.47,41.4634,36.4985,34.2262,40.1961,36.3036,35.2751,37.2414,34.4595,32.3718,29.7945,28.3465,21.6867,16.8142,13.1707,16.5877,16.9811,16.3793,25.3886,25.7485,26.4901,17.2775,17.4863,15.508,11.7978,10.7527,19.8895,25.2381,28,21.9178,25.5208,25.8278,25.9259,28.8043,29.9517,14.3564,24,28.7179,32.9949,31.8841,30.0493,33.0097,28.3784
"Boyle Heights","Los Angeles","CA","Los Angeles","Los Angeles",29.1139,25.3333,26.4706,29.6875,25.641,27.0588,25,28.2051,25.6757,23.2558,27.3684,25.3521,31.8841,24.7312,26.8293,19.1489,20.2899,21.7391,14.6667,16.6667,21.875,23.7288,16.4179,16.9811,12.5,14.5833,12.7273,19.2982,28.8462,27.4194,19.1176,20.5882,18.9655,14.2857,16.6667,24.1935,20.3704,6.25,13.0435,26,26.5306,25,19.1489,24.3902,20.5882,27.7778,21.0526,10.5263,14.6341,18.6047,27.5,22.5,26.4706,26.3158,31.7073
"Sylmar","Los Angeles","CA","Los Angeles","Los Angeles",21.3251,24.7379,29.2453,31.3208,33.1288,31.7328,32.2511,27.8373,28.0778,27.6923,24.6939,27.4633,30.0226,29.6842,32.9646,29.1089,37.3225,37.06,36.5546,38.8128,37.2998,33.557,26.0241,24.3836,22.9226,18.2663,15.9864,15.873,17.8707,16.8675,18.2609,16.1765,14.5349,7.5556,8.5561,10.5556,10.929,14.9425,12.3153,17.2093,19.7115,22.973,25.2336,24.4565,27.4194,21.875,24.7748,10.9589,15.9292,18.4332,24.7706,30.3797,34.188,32.766,30.3419
"Downtown","San Jose","CA","San Jose","Santa Clara",17.715,21.3351,37.2727,35.6322,35.3659,37.6855,38.1703,33.657,32.0755,29.0598,23.6074,25.2174,28.2828,23.5294,30.0971,25.2976,30.9609,23.7762,23.8971,22.49,17.5732,19.0661,19.3916,16.4659,14.4737,11.9403,12.7072,13.4146,11.4583,10.7692,12.8655,17.0543,15.1261,10.1563,14.2857,15.0602,15.6069,13.5593,18.5,21.7617,20,21.7617,15.4762,12.8,11.1111,12.2807,6.8182,4.6667,13.5135,15.1832,17.9894,20.6422,21.5686,24.6512,28.8991
"Ahwatukee Foothills","Phoenix","AZ","Phoenix","Maricopa",37.9216,39.5083,41.4835,43.6297,46.9124,47.6936,47.5221,47.3585,45.3023,38.0531,33.3895,35.2,35.1906,31.6802,29.7571,25.4682,29.5429,29.8387,26.1301,23.5294,23.1813,21.3368,21.9814,20.5128,18.8596,22.5053,24.4973,28.381,30.3371,33.5217,34.0509,33.5498,32.0796,27.7419,32.8386,29.6552,32.0988,36.7424,39.3996,46.3796,46.0194,48.0565,47.3404,50.0998,49.1979,45.3958,51.4006,26.4463,46.5616,51.551,51.9481,52.8331,47.8659,51.8854,50.541
"West","Arlington","TX","Dallas-Fort Worth","Tarrant",45.469,50.1592,52.924,52.6087,48.9954,43.8986,43.75,39.5221,40.6814,37.6448,30.8642,34.4477,45.4545,45.7976,47.3597,43.6077,47.6619,43.75,40.6814,40,39.3443,38.3929,35.8369,41.0448,40.8696,44.2105,44.2797,43.4879,43.5,43.5356,41.6168,40.5941,36.4407,33.2402,35.5014,31.202,29.0323,34.5361,34.9876,36.0382,42.8571,41.9619,43.9628,42.7119,39.1459,37.0504,31.25,15.3179,27.5401,31.2941,37.2596,33.8565,40,37.0474,32.9545
"Pacoima","Los Angeles","CA","Los Angeles","Los Angeles",18.6667,19.4631,24.9057,28.0632,32.5758,30.3644,27.0161,25.7813,27.451,25.188,25.4417,24.3506,24.5353,27.7344,31.3492,25.6604,39.2694,36.3248,34.8361,37.0833,36,34.5133,28.7611,30.2439,23.9583,14.3617,13.7363,14.4654,16.1074,16.7832,21.1864,24.2105,13.7931,6.4,9.2593,8.9286,9.0909,10.989,16.6667,10.9091,13.9785,16.6667,17.5824,19.2308,16.129,16,18,8.7379,12.1495,12.931,23.0088,26.1682,22.6891,25,24.3697
"Gravesend","New York","NY","New York","Kings",28.1457,33.218,31.8182,24.911,26.5455,23.0469,16.9014,16.3462,17.1429,13.2701,13.1915,19.8068,27.7778,29.4372,26.1261,16.4557,28.8344,26.0274,24.812,23.6111,16.4063,17.6471,13.0137,18.2432,20.5128,16.8067,14.5455,17.5926,16,13.6752,9.6,7.4766,9.4017,10,12.8205,10.4478,11.4286,10.219,11.7117,8.4112,12.1951,13.75,6.8376,10.2041,9.4828,10.6195,13.0178,2.8571,7.0588,13.5135,21.875,24.5033,24.5614,21.0526,20.5128
"Evergreen","San Jose","CA","San Jose","Santa Clara",17.277,19.0751,34.1346,32.4885,33.5616,33.6609,30.6373,29.563,27.6316,23.0947,19.6581,21.9844,26.3617,25.0569,27.4945,25.5187,32.2738,30.2381,26.764,27.2981,22.372,20.3125,17.9558,16.9872,17.2043,15.9483,9.1703,10.2222,12.6638,13.3891,14.2857,15.1899,16.2162,11.1111,12.3404,10.0418,9.3385,12.4514,17.284,22.3443,23.6052,18.7739,16.2162,14.2077,15.1079,12.1429,12.3529,6.8966,13.9241,19.2771,22.6923,19.5122,23.6948,26.8775,24.186
"Sharpstown","Houston","TX","Houston","Harris",33.5463,36.8421,40.8669,42.8571,37.7483,40.8638,33.3333,34.2561,31.8792,29.7578,27.4247,32.8622,34.767,29.4118,31.1189,29.1045,33.7255,31.25,36.2069,33.0097,29.1457,32.1608,28.5714,29.9065,28.6385,26.2009,29.386,31.4894,35.9223,34.8958,32.7684,27.5168,28.3951,25,28.3505,29.8137,22.561,29.375,22.8571,23.2143,24.4755,22.1477,18.75,16.7939,15.493,21.5827,21.3333,6.1728,13.9073,18.9394,14.2857,15.534,18.1818,16.2393,14.5455
"San Pedro","Los Angeles","CA","Los Angeles","Los Angeles",37.8882,40.1294,41.3793,41.349,44.4444,40.8408,38.3234,40.3785,40.4908,38.9381,37.0166,36.5123,39.1813,42.0912,45.6464,40,43.0939,44.7205,44.0625,41.7763,38.1119,35.5987,29.6736,29.085,25.8741,28.0936,27.2401,25.1012,22.0974,19.9219,23.6842,19.6262,24.4048,17.5,24.6445,22.0721,22.7679,19.2982,22.0183,25.5708,29.4686,38.0952,38.6139,38.8298,36.1111,33.5135,32.5,13.2353,25.3731,32.6531,35.8491,37.5,32.1285,38.0392,36.1868
"North Valley","San Jose","CA","San Jose","Santa Clara",15.9664,17.4877,27.5194,30.8271,28.9753,34.9673,34.4828,30.605,30.1003,28.8194,22.5904,21.3115,28.0769,26.2172,29.8319,24.4275,28.8557,28.7129,24.186,22.2772,22.0994,20,15.4255,9.7826,9.7561,7.7465,7.6336,7.2464,5.5172,8.1761,7.0313,5.4348,5.4348,7.2917,5.2083,4.0816,6.3636,8.1481,8.6093,10.8434,14.3791,17.9641,16.6667,10.989,13.6842,22.449,15.625,7.1895,12.6667,14.1026,16.092,20,22.9412,19.8758,25
"Sheepshead Bay","New York","NY","New York","Kings",22.2877,27.6515,24.8455,28.022,25.8512,26.7313,26.6102,27.2045,25.1309,19.7368,18.3673,27.2908,30.3158,31.8271,25.2852,21.0634,23.8,23.6181,20.649,16.9329,13.3047,19.0661,17.7122,18.5874,20.4167,22.2642,21.1538,20.5426,21.0714,20.2055,18.7739,15.5039,18.6722,13.3858,16.6102,15.2597,17.9931,17.0732,18.2456,17.5,14.3357,17.9811,20.5128,19.6226,18.1495,18.0851,21.6599,4.4397,12.6667,18.543,22.7957,25.5459,24.7881,23.431,21.4437
"Murray Hill","New York","NY","New York","Queens",19.3333,25.5486,25.2874,27.8656,32.3887,33.7553,31.7778,29.7872,27.3563,22.2698,19.7959,29.8611,30.5031,28.3582,30.8869,26.2735,31.8452,32.2034,32.2581,28.8,22.3529,24.0664,16.0772,18.1818,14.0741,23.2759,24.5098,27.6042,30.5085,23.445,20.6897,18.3246,14.1304,10.3093,11.6071,14.5729,16.0622,17.8947,12.9944,13.9394,13.4969,16.0714,16.0714,22.0472,18.6441,10.9589,9.8214,6.5844,14.2259,18.4211,21.645,20.9302,18.7793,20.7048,22.7074
"Willow Glen","San Jose","CA","San Jose","Santa Clara",26.8559,28.9089,43.7363,42.0043,46.7949,44.8052,43.5208,42.6316,36.6492,33.9367,31.2364,34.9593,38.9978,41.8455,40.2985,33.7449,36.8675,38.1679,32.6371,35.1515,33.123,30.7937,27.0701,26.7606,22.5806,21.4765,23.2394,24.4604,22.6277,18.9591,18.1818,16.568,15.5844,16.6667,18.9655,17.8082,15.3488,16.4751,24.5353,27.5261,29.304,27.2446,26.4286,23.5043,21.5686,20.8333,16.9231,6.5502,16.0305,17.7165,22.3048,20.2703,31.5175,25.9843,23.1156
"North Raleigh","Raleigh","NC","Raleigh","Wake",38.8449,43.0991,43.6933,43.8144,38.9023,39.5659,36.5699,33.9138,33.9383,35.4067,33.4735,42.7065,44.0517,44.1434,42.0091,39.3801,44.9851,42.7819,39.7924,36.911,36.4973,37.6812,34.7625,41.2467,41.0904,43.9678,41.8571,41.4201,41.3146,42.4572,42.6446,39.2226,35.4093,32.526,38.4969,35.1312,36.6032,37.8539,39.1785,42.1947,47.4315,44.7368,40.7917,37.5,37.0143,35.7282,34.9736,17.1141,31.3196,35.2593,45.9581,44.9843,48.1293,45.1718,44.4234
"South Ozone Park","New York","NY","New York","Queens",20,24.5383,23.9474,22.0745,24.7956,24.282,22.8883,20.7084,19.4915,12.8141,12.6437,18.0124,24.0385,23.6111,25.2874,20.8791,24.4898,22.6629,20.2667,21.49,19.9405,21.5084,21.6901,19.2182,18.75,16.443,14.4295,16.8919,20.5298,17.8344,14.5251,13.2948,14.6417,14.0299,21.4789,16.7224,14.1479,14.5763,14.8936,16.0643,14.6667,14.7059,14.8276,14.9254,15.4982,11.8881,14.1791,5.4688,13.3333,17.9612,22.5352,23.2558,23.1527,25.3968,18.5714
"Southwest","Chula Vista","CA","San Diego","San Diego",14.3284,16.6134,23.3898,29.8305,31.7901,33.4448,36.2637,33.4572,32.6019,28.8184,14.9461,33.5065,36.3036,37.5415,32.2259,25.0689,25.964,27.4725,30.8869,29.9663,25.625,26.183,23.1003,24.2424,23.7903,19.2771,15.4867,14.6018,15.3488,17.5879,16.4021,9.816,14.1104,12.963,13.6986,16.3121,17.9487,10.2857,10.1911,19.186,24.581,25.1366,29.0698,25.9494,28.3688,32.0611,31.9149,16.0839,19.797,25.8065,35.461,32.0755,37.4194,38.5965,37.5661
"Northridge","Los Angeles","CA","Los Angeles","Los Angeles",30.5085,34.8442,36.5915,42.2886,43.2099,43.0079,39.3229,35.7143,32.7684,31.686,31.3187,35.6021,35.3982,35.5422,37.9939,32.7078,42.2741,41.1765,35.6037,35.1351,29.2857,31.7406,27.2388,26.8908,25.5814,21.7172,20.7729,23.1884,23.8095,20.098,19.4444,14.8148,16.9231,17.5141,20.1183,16.3636,19.337,14.7929,19.5531,25,30.8458,31.4433,25.2941,27.972,35.6643,27.8788,28.5714,16.1826,28.7449,34.1176,44.358,43.8662,42.7509,42.6829,32.9365
"West Anaheim","Anaheim","CA","Los Angeles","Orange",22.7679,25.2212,29.902,30.6931,32.4675,34.9138,35.8079,34.0249,30.3419,31.2741,25.9928,31.3808,35.5856,37.7193,45.3704,36.1702,33.9207,34.8837,35.545,40.2913,35.545,34.1232,35.8289,30,22.093,22.2222,21.1921,19.2053,20.2797,18.254,14.4068,10.9091,5.4945,6.6667,13.1313,12.7907,13,15.534,21.1009,22.1311,33.9286,37.0968,33.0508,23.4783,23.1481,20.354,18.8525,18.2609,25,29.2035,31.8584,35.7143,41.6667,40.5405,32.2314
"Forest Hills","New York","NY","New York","Queens",28.3514,33.1563,30.7895,30.5538,32.6186,30.4406,27.7594,27.5436,25.0364,18.0588,16.2777,22.2712,25.9551,22.9638,22.8571,18.4818,18.9317,14.7305,20.3219,19.0045,14.6172,15.0776,17.1285,16.1473,20.0637,18.123,17.377,19.1176,16.2791,16.9611,16.9065,18.3036,18.6528,16.129,19.802,16.0338,17.4312,15.0259,11.4583,15.9204,15.7068,20.7254,18.7817,13.3333,8.8235,6.4378,13.5981,5.2506,11.0727,15.7462,19.555,21.2792,20.0739,18.5414,19.0476
