"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"Westwood","CA","Los Angeles","Los Angeles","Los Angeles",122,975300,0.013509300633898,0.0321727166895968,0.108043626448534,0.0382510616744749,0.0182553898336077,"2006-08","2006-Q3",1035600,-0.0582271147161066,"2006-04"
2014-11-30,"Queens Village","NY","New York","Queens","New York",123,403800,0.00748502994011976,0.0240933299518133,0.054858934169279,0.0202981733916663,0.0185811412617758,"2007-05","2007-Q2",471700,-0.143947424210303,"2005-11"
2014-11-30,"Flagami","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",124,179500,-0.00664084117321527,-0.0185893931109896,0.103257529194837,0.0253257281917878,-0.0186576209493758,"2007-05","2007-Q2",333500,-0.461769115442279,"2004-01"
2014-11-30,"Hoover","CA","Fresno","Fresno","Fresno",125,172700,0.00115942028985507,0.0146886016451234,0.0986005089058524,0.0285850687991529,-0.0231590435336833,"2006-02","2006-Q1",281300,-0.386064699608958,"2004-01"
2014-11-30,"Bay Ridge","NY","New York","Kings","New York",126,740700,0.00189368321385094,0.0168863261943987,0.019545767377839,0.0590047057255374,0.0494532874688416,"2014-11","2014-Q4",740700,0,"2014-11"
2014-11-30,"Lake View","IL","Chicago","Cook","Chicago",127,336200,0.00119118522930316,0.0044816253361219,0.0402227722772277,0.00427803779385605,0.000477157045402299,"2006-12","2006-Q4",362700,-0.0730631375792666,"2004-12"
2014-11-30,"Lone Mountain","NV","Las Vegas","Clark","Las Vegas",128,205200,0.00637567435017165,0.0208955223880597,0.12253829321663,0.0651017818149739,-0.042014104968385,"2006-02","2006-Q1",334600,-0.386730424387328,"2003-12"
2014-11-30,"Casas Adobes","AZ","Tucson","Pima","Tucson",129,180900,0.00277161862527716,0.0106145251396648,0.0378657487091222,-0.0069293241584607,-0.00175193315414635,"2006-04","2006-Q2",266900,-0.322218059198202,"2004-11"
2014-11-30,"Northeast Anaheim","CA","Los Angeles","Orange","Anaheim",130,495800,0.00222356984030726,0.00854353132628153,0.0506463233735961,0.0499850121856777,-0.00598986002678115,"2006-06","2006-Q2",614100,-0.192639635238561,"2004-08"
2014-11-30,"Englewood","IL","Chicago","Cook","Chicago",131,91000,0.00220264317180617,-0.0288153681963714,-0.0308839190628328,-0.0472222836588133,-0.0173446770813049,"2007-06","2007-Q2",139600,-0.348137535816619,"2003-04"
2014-11-30,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",132,203500,0.00593178447849728,0.0205616850551655,0.108991825613079,0.0612129095192124,-0.0420482100859757,"2006-03","2006-Q1",334200,-0.391083183722322,"2003-12"
2014-11-30,"Fairgrounds","CA","San Jose","Santa Clara","San Jose",133,519900,0.00794881737107406,0.0323669579030977,0.129726205997392,0.086928915962269,0.00999113511244443,"2007-02","2007-Q1",578200,-0.100830162573504,"2005-05"
2014-11-30,"Granada Hills","CA","Los Angeles","Los Angeles","Los Angeles",134,527800,0.00763650248186331,0.0201005025125628,0.0718927701056052,0.0492627563723398,0.00181797039545528,"2006-03","2006-Q1",627500,-0.158884462151394,"2005-02"
2014-11-30,"Gresham","IL","Chicago","Cook","Chicago",135,117700,-0.00338696020321761,-0.0167084377610693,-0.0407497962510187,-0.0155591837584405,-0.0119979657487267,"2007-11","2007-Q4",167200,-0.296052631578947,"2003-07"
2014-11-30,"Valencia","CA","Los Angeles","Los Angeles","Santa Clarita",136,486400,0.00578990901571547,0.0116472545757072,0.0704225352112676,0.0344125302413762,-0.00100185865643332,"2006-04","2006-Q2",587500,-0.172085106382979,"2004-10"
2014-11-30,"Michael Way","NV","Las Vegas","Clark","Las Vegas",137,133800,0.00677200902934537,0.0174904942965779,0.140664961636829,0.0808607971970952,-0.0416286393207881,"2006-05","2006-Q2",250500,-0.465868263473054,"2003-04"
2014-11-30,"Woodside","NY","New York","Queens","New York",138,555200,0.0016236694930543,0.000901388137732107,0.012399708242159,0.0194984081421463,0.0275687992093259,"2007-11","2007-Q4",588000,-0.0557823129251701,"2006-09"
2014-11-30,"Mclane","CA","Fresno","Fresno","Fresno",139,140900,0.00642857142857143,0.0224963715529753,0.0930954228083786,0.034710629286042,-0.0298625669953835,"2006-05","2006-Q2",252200,-0.44131641554322,"2003-11"
2014-11-30,"Santa Teresa","CA","San Jose","Santa Clara","San Jose",140,705300,0.00298634812286689,0.0100243448374624,0.10513945471639,0.0725584713993062,0.0195764018517284,"2014-11","2014-Q4",705300,0,"2014-11"
2014-11-30,"Highland Park","CA","Los Angeles","Los Angeles","Los Angeles",141,541700,0.0121449925261584,0.0310239817282071,0.0673891625615764,0.0864241913077002,0.0297386138328752,"2014-11","2014-Q4",541700,0,"2014-11"
2014-11-30,"Bayside","NY","New York","Queens","New York",142,716300,0.00491021324354658,0.0184842883548983,0.0619718309859155,0.0255204361991073,0.0253436134252654,"2006-05","2006-Q2",720000,-0.00513888888888889,"2006-04"
2014-11-30,"Brighton Park","IL","Chicago","Cook","Chicago",143,144500,0.00416956219596942,0.0140350877192982,0.0524399126001457,-0.0352504808920041,-0.0258174243798233,"2006-04","2006-Q2",228100,-0.366505918456817,"2002-10"
2014-11-30,"Coney Island","NY","New York","Kings","New York",144,434000,0.0023094688221709,-0.0102622576966933,0.019497298567066,-0.00588542473554898,,"2009-11","2009-Q4",447000,-0.029082774049217,"2009-10"
2014-11-30,"Southwest Anaheim","CA","Los Angeles","Orange","Anaheim",145,450100,0.0017805475183619,0.00783699059561128,0.0304487179487179,0.0506951721465527,-0.0107354003685668,"2006-09","2006-Q3",601800,-0.252077102027252,"2004-07"
2014-11-30,"University City","CA","San Diego","San Diego","San Diego",146,514200,0.00253460713589394,-0.00656877897990726,-0.0483064963908939,0.0205382123662055,-0.0102842399760289,"2005-10","2005-Q4",573100,-0.102774384924097,"2004-05"
2014-11-30,"Summerlin North","NV","Las Vegas","Clark","Las Vegas",147,276400,0.00765585125774699,0.0263646490902339,0.114965711980637,0.0643035386237067,-0.0332222801686151,"2006-04","2006-Q2",398300,-0.306050715541049,"2004-02"
2014-11-30,"Hamilton Heights","NY","New York","New York","New York",148,630300,0.0130183220829315,0.0531328320802005,0.111052353252247,0.0637744656971257,,"2014-11","2014-Q4",630300,0,"2014-11"
2014-11-30,"Rancho Penasquitos","CA","San Diego","San Diego","San Diego",149,649300,0.00557534458726963,0.013106568887502,0.037883631713555,0.0421874691495876,0.00260905253333532,"2014-11","2014-Q4",649300,0,"2014-11"
2014-11-30,"Winnetka","CA","Los Angeles","Los Angeles","Los Angeles",150,451700,0.00467081850533808,0.0178008111762055,0.0578454332552693,0.0624898984554505,0.00136058015522478,"2006-01","2006-Q1",551200,-0.180515239477504,"2005-01"
2014-11-30,"Sunnyside","NY","New York","Queens","New York",151,596600,0.0132472826086957,0.0522045855379189,0.0804056501267657,0.0682316482310752,0.0461403787417247,"2014-11","2014-Q4",596600,0,"2014-11"
2014-11-30,"Mid City West","CA","Los Angeles","Los Angeles","Los Angeles",152,1216300,0.0128237155466733,0.0294540837917901,0.0206427792229588,0.0583031379877701,0.032332403059655,"2014-11","2014-Q4",1216300,0,"2014-11"
2014-11-30,"Brighton","MA","Boston","Suffolk","Boston",153,325100,0.00525664811379097,0.0172090112640801,0.0466838377334192,0.042200083765253,0.016729216110227,"2014-11","2014-Q4",325100,0,"2014-11"
2014-11-30,"Greenville","NJ","New York","Hudson","Jersey City",154,222700,0.00723654454997739,0.0192219679633867,0.0367783985102421,-0.0286212540942881,-0.0179051375082152,"2007-06","2007-Q2",357300,-0.376714245731878,"2004-01"
2014-11-30,"Alameda - West Flagler","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",155,213900,0.00991501416430595,0.0373423860329777,0.168852459016393,0.0283467221002136,-0.0146036523176247,"2007-01","2007-Q1",363600,-0.411716171617162,"2004-05"
2014-11-30,"Woodland Hills","CA","Los Angeles","Los Angeles","Los Angeles",156,712500,0.00592969080897925,0.0135135135135135,0.0518157661647476,0.0424765085923873,0.00615415519289253,"2006-10","2006-Q4",806100,-0.116114625976926,"2005-05"
2014-11-30,"El Sereno","CA","Los Angeles","Los Angeles","Los Angeles",157,379800,0.00423056583818086,0.00742705570291777,0.0146940956452044,0.045667086086653,0.00748730837462919,"2007-04","2007-Q2",463000,-0.179697624190065,"2005-05"
2014-11-30,"South Shore","IL","Chicago","Cook","Chicago",158,125400,-0.00159235668789809,-0.00712589073634204,0.0875975715524718,-0.0292958001783389,-0.0143495713827412,"2007-08","2007-Q3",169100,-0.258426966292135,"2003-06"
2014-11-30,"Palms","CA","Los Angeles","Los Angeles","Los Angeles",159,774200,0.00767929194325133,0.0141472360492533,0.0378016085790885,0.0447840214386046,0.019282273024849,"2014-03","2014-Q1",774600,-0.000516395558998193,"2014-03"
2014-11-30,"Almaden Valley","CA","San Jose","Santa Clara","San Jose",160,1156200,0.0102228047182176,0.0318607764390897,0.128440366972477,0.0685147219589699,0.0329209519647535,"2014-11","2014-Q4",1156200,0,"2014-11"
2014-11-30,"Desert View","AZ","Phoenix","Maricopa","Phoenix",161,356200,0.00479548660084626,0.0139481924281241,0.0209229005445686,0.0521135310958025,0.013434561936178,"2006-02","2006-Q1",458900,-0.223796033994334,"2005-03"
2014-11-30,"Portage Park","IL","Chicago","Cook","Chicago",162,244300,0.00452302631578947,0.0183409754064193,0.0498495917490331,-0.00539657804508287,-0.0220432102153956,"2007-01","2007-Q1",348200,-0.298391728891442,"2002-08"
2014-11-30,"Briargate","CO","Colorado Springs","El Paso","Colorado Springs",163,277200,0.00434782608695652,0.010572366022603,0.0316337923334574,0.0143022703922151,0.0131298511021511,"2007-07","2007-Q3",278500,-0.00466786355475763,"2007-06"
2014-11-30,"Richmond","PA","Philadelphia","Philadelphia","Philadelphia",164,84400,0.0180940892641737,0.0589711417816813,0.101827676240209,-0.0142948357002225,0.0355773620415694,"2010-05","2010-Q2",95100,-0.112513144058885,"2006-07"
2014-11-30,"Salem","VA","Virginia Beach","Virginia Beach City","Virginia Beach",165,235200,-0.00169779286926995,-0.0050761421319797,0.00900900900900901,-0.00821210977909181,0.0147819631059301,"2007-05","2007-Q2",266500,-0.117448405253283,"2005-07"
2014-11-30,"Rego Park","NY","New York","Queens","New York",166,601200,0.00400801603206413,0.0133153547952132,0.0747229174115123,0.0284185777498507,0.0294832073902886,"2014-11","2014-Q4",601200,0,"2014-11"
2014-11-30,"Carmel Valley","CA","San Diego","San Diego","San Diego",167,881800,0.0060467769537935,0.01449608835711,0.0236823775249594,0.0346802102961865,0.00572147406635515,"2014-03","2014-Q1",894900,-0.0146385070957649,"2014-02"
2014-11-30,"West Adams","CA","Los Angeles","Los Angeles","Los Angeles",168,509500,0.0113140134974196,0.0440573770491803,0.261138613861386,0.0736701216580378,0.0259110747796991,"2007-04","2007-Q2",577100,-0.117137411193901,"2005-12"
2014-11-30,"Jefferson Park","IL","Chicago","Cook","Chicago",169,259300,0.00699029126213592,0.0212682158330051,0.0813177648040033,0.000308808829057705,-0.0175733012744768,"2006-03","2006-Q1",353300,-0.266062836116615,"2003-03"
2014-11-30,"Allapattah","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",170,91800,0,-0.00108813928182807,0.02,-0.0259545995458581,-0.0467661682021757,"2007-06","2007-Q2",227900,-0.597191750767881,"2002-09"
2014-11-30,"Kew Gardens Hills","NY","New York","Queens","New York",171,587700,0.00513083632632119,0.0181912681912682,0.0677688953488372,0.0401062016169178,0.0291568266860114,"2014-11","2014-Q4",587700,0,"2014-11"
2014-11-30,"Valley High-North Laguna","CA","Sacramento","Sacramento","Sacramento",172,204900,0.00886262924667651,0.0317220543806647,0.145973154362416,0.0912664279939941,-0.0346376878034279,"2006-01","2006-Q1",344200,-0.404706565950029,"2003-06"
2014-11-30,"Rancho Bernardo","CA","San Diego","San Diego","San Diego",173,523300,0.00653971917676476,0.0121856866537718,0.0278923590650167,0.0427365772144785,0.000172148357422186,"2005-06","2005-Q2",526500,-0.00607787274453941,"2005-03"
2014-11-30,"Canyon Country","CA","Los Angeles","Los Angeles","Santa Clarita",174,403900,0.00447649838348669,0.012280701754386,0.0910318746623447,0.0507755926945064,-0.00608030493882872,"2006-05","2006-Q2",526300,-0.23256697700931,"2004-07"
2014-11-30,"Newhall","CA","Los Angeles","Los Angeles","Santa Clarita",175,430800,0.00795507721104352,0.0172373081463991,0.0903568716780562,0.0479853743886158,-0.00321537881482015,"2006-06","2006-Q2",542000,-0.205166051660517,"2004-09"
2014-11-30,"Anaheim Hills","CA","Los Angeles","Orange","Anaheim",176,676400,0.000887836638058597,-0.00103382070595185,0.0115148796171676,0.0309447663432176,-0.00306707654836835,"2006-04","2006-Q2",801900,-0.156503304651453,"2004-08"
2014-11-30,"Humboldt Park","IL","Chicago","Cook","Chicago",177,176100,0.00571102227298686,0.0244328097731239,0.043864848844102,-0.0238595769194735,-0.0178250013269461,"2006-05","2006-Q2",251000,-0.298406374501992,"2003-03"
2014-11-30,"Ocean Parkway","NY","New York","Kings","New York",178,795000,-0.00288473598394582,-0.00238423892583762,0.10539488320356,0.0440357531943862,0.0397241751816775,"2014-09","2014-Q3",799100,-0.00513077211863346,"2014-08"
2014-11-30,"Southeast Anaheim","CA","Los Angeles","Orange","Anaheim",179,452200,0.000442477876106195,0.00488888888888889,0.05506299580028,0.0462534019557546,-0.0105113718495355,"2007-02","2007-Q1",604100,-0.251448435689455,"2004-07"
2014-11-30,"Montbello","CO","Denver","Denver","Denver",180,177000,0.013745704467354,0.0460992907801418,0.197564276048714,0.100808639625841,-0.000112924183299556,"2003-03","2003-Q1",179600,-0.0144766146993318,"2002-10"
2014-11-30,"Parkchester","NY","New York","Bronx","New York",181,101200,-0.010752688172043,-0.0287907869481766,-0.109938434476693,-0.0265931667803615,,"2009-08","2009-Q3",119200,-0.151006711409396,
2014-11-30,"River Oaks-Kirby-Balmoral","TN","Memphis","Shelby","Memphis",182,157200,0.00063653723742839,0.00319081046585833,0.0369393139841689,0.00127714337178375,-0.00685869324041144,"2006-04","2006-Q2",174400,-0.0986238532110092,"2001-11"
2014-11-30,"Frankford","PA","Philadelphia","Philadelphia","Philadelphia",183,69500,0.0145985401459854,0.0546282245827011,0.122778675282714,-0.0182385689276726,0.0163416708355313,"2007-09","2007-Q3",86700,-0.19838523644752,"2005-08"
2014-11-30,"East Boston","MA","Boston","Suffolk","Boston",184,304900,0.0116124751161248,0.0262537866038371,0.0897069335239457,0.0717703382524804,0.0135139435401108,"2014-11","2014-Q4",304900,0,"2014-11"
2014-11-30,"Harbor Gateway","CA","Los Angeles","Los Angeles","Los Angeles",185,409800,0.00638506876227898,0.0204183266932271,0.0770039421813403,0.0363494664824506,0.000293298345679149,"2006-08","2006-Q3",522600,-0.215843857634902,"2004-12"
2014-11-30,"Parkway Village-Oakhaven","TN","Memphis","Shelby","Memphis",186,56400,-0.00176991150442478,0.0162162162162162,-0.00878734622144113,-0.0273853213695666,-0.0300222619702295,"2007-05","2007-Q2",81700,-0.309669522643819,"1996-05"
2014-11-30,"Mar Vista","CA","Los Angeles","Los Angeles","Los Angeles",187,1061700,0.0141369758334129,0.0382358693526305,0.10975227343995,0.0668552602798962,0.0323104719472722,"2014-11","2014-Q4",1061700,0,"2014-11"
2014-11-30,"Coral Way","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",188,298600,0.00504880511612252,0.0149558123725357,0.0622554251156172,0.0525869263970009,0.000201160089946528,"2007-02","2007-Q1",439500,-0.320591581342435,"2004-12"
2014-11-30,"Back of the Yards","IL","Chicago","Cook","Chicago",189,98400,0.00819672131147541,0.0102669404517454,-0.0734463276836158,-0.0671564856929955,-0.0297543500102284,"2008-05","2008-Q2",156500,-0.371246006389776,"2002-07"
2014-11-30,"Watts","CA","Los Angeles","Los Angeles","Los Angeles",190,253200,0.00796178343949045,0.0292682926829268,0.194339622641509,0.112023079007328,0.00891311321350519,"2006-10","2006-Q4",390100,-0.350935657523712,"2005-03"
2014-11-30,"South End","WA","Seattle","Pierce","Tacoma",191,159900,0.0120253164556962,0.0269749518304432,0.0645805592543276,-0.00959847259090263,0.000942958351898948,"2007-05","2007-Q2",213300,-0.250351617440225,"2004-12"
2014-11-30,"Mid Wilshire","CA","Los Angeles","Los Angeles","Los Angeles",192,1351900,0.0215354390207042,0.0391237509607994,0.131486441245397,0.0777789336750443,0.0440475539402865,"2014-11","2014-Q4",1351900,0,"2014-11"
2014-11-30,"Bayside","VA","Virginia Beach","Virginia Beach City","Virginia Beach",193,203800,0.00394088669950739,0.0134261561412233,0.0397959183673469,-0.00813894753179256,0.0157590005402564,"2007-08","2007-Q3",229400,-0.111595466434176,"2005-09"
2014-11-30,"Lawncrest","PA","Philadelphia","Philadelphia","Philadelphia",194,93200,0.00865800865800866,0.00865800865800866,0.0448430493273543,-0.0207465449713277,0.0093709982484278,"2007-08","2007-Q3",117200,-0.204778156996587,"2005-04"
2014-11-30,"Gage Park","IL","Chicago","Cook","Chicago",195,108400,0.000923361034164358,0.00931098696461825,-0.0557491289198606,-0.0389199431269958,-0.0513805770102125,"2006-09","2006-Q3",222100,-0.511931562359298,"2000-09"
2014-11-30,"Studio City","CA","Los Angeles","Los Angeles","Los Angeles",196,984000,0.0146421942668591,0.0328539939120395,0.080013170892328,0.0571123387640793,0.0242826186202996,"2014-11","2014-Q4",984000,0,"2014-11"
2014-11-30,"North Ironbound","NJ","New York","Essex","Newark",197,257400,0.0082256169212691,0.0190023752969121,0.0874524714828897,-0.0425439218456121,-0.0390363229134244,"2007-03","2007-Q1",468500,-0.450586979722519,"2002-06"
2014-11-30,"Crenshaw","CA","Los Angeles","Los Angeles","Los Angeles",198,463700,0.00216122757726389,0.010239651416122,0.0387544802867383,0.051521581772098,0.00668768264504438,"2007-03","2007-Q1",575100,-0.193705442531734,"2005-04"
2014-11-30,"Cragin","IL","Chicago","Cook","Chicago",199,217800,0.00693481276005548,0.0273584905660377,0.110091743119266,0.010321225310469,-0.0257781920382129,"2006-11","2006-Q4",333800,-0.347513481126423,"2002-09"
